id_venda,data_venda,cliente,produto,categoria,tamanho,cor,regiao,canal_venda,forma_pagamento,parcelas,quantidade,preco_unitario,custo_unitario,percentual_desconto,valor_frete,receita_total,mes,trimestre,ano,faixa_receita_item
11078,2024-10-06,Cliente_0066,Saia Plissada,Moda Feminina,P,Vermelho,Sudeste,Loja Física,Boleto,1,2,119.9,53.96,0.14,0.0,239.8,10,Q4,2024,Baixo Valor
11079,2024-01-08,Cliente_0220,Sapato Social Couro,Calçados,44,Azul,Centro-Oeste,E-commerce,Cartão de Crédito,8,1,289.9,130.45,0.0,53.03,289.9,1,Q1,2024,Baixo Valor
11080,2024-09-21,Cliente_0066,Vestido Estampado Midi,Moda Feminina,P,Preto,Norte,Loja Física,Pix,1,1,199.9,89.95,0.0,0.0,199.9,9,Q3,2024,Baixo Valor
11081,2024-10-14,Cliente_0086,Blusa Crepe Feminina,Moda Feminina,M,Azul,Centro-Oeste,Loja Física,Boleto,1,2,79.9,35.96,0.0,0.0,159.8,10,Q4,2024,Baixo Valor
11082,2024-01-28,Cliente_0003,Camisa Polo Masculina,Moda Masculina,M,Nude,Sudeste,App,Pix,1,1,129.9,58.46,0.0,25.63,129.9,1,Q1,2024,Baixo Valor
11084,2024-09-14,Cliente_0049,Kit Cuecas Boxer 3un,Moda Íntima e Praia,M,Vermelho,Nordeste,Loja Física,Boleto,1,3,79.9,35.96,0.0,0.0,239.70000000000002,9,Q3,2024,Baixo Valor
11086,2024-03-10,Cliente_0040,Calça Alfaiataria,Moda Feminina,P,Branco,Sul,App,Cartão de Crédito,8,3,159.9,71.95,0.0,50.56,479.70000000000005,3,Q1,2024,Baixo Valor
11087,2024-02-19,Cliente_0075,Óculos de Sol Aviador,Acessórios,M,Nude,Sudeste,App,Boleto,1,1,179.9,80.95,0.0,45.96,179.9,2,Q1,2024,Baixo Valor
11088,2024-10-12,Cliente_0016,Mochila Urbana,Acessórios,M,Branco,Norte,E-commerce,Pix,1,2,219.9,98.95,0.0,57.91,439.8,10,Q4,2024,Baixo Valor
11089,2024-07-31,Cliente_0011,Camisa Polo Masculina,Moda Masculina,M,Azul,Sudeste,E-commerce,Cartão de Crédito,3,3,129.9,58.46,0.1,51.77,389.70000000000005,7,Q3,2024,Baixo Valor
11090,2024-10-22,Cliente_0246,Biquíni Cortininha,Moda Íntima e Praia,GG,Nude,Sudeste,App,Boleto,1,2,139.9,62.96,0.0,79.9,279.8,10,Q4,2024,Baixo Valor
11091,2024-05-09,Cliente_0168,Blusa Crepe Feminina,Moda Feminina,G,Preto,Nordeste,Loja Física,Boleto,1,2,79.9,35.96,0.0,0.0,159.8,5,Q2,2024,Baixo Valor
11092,2024-03-24,Cliente_0042,Calça Jeans Casual,Moda Masculina,M,Vermelho,Sul,App,Cartão de Crédito,1,1,189.9,85.45,0.0,96.86,189.9,3,Q1,2024,Baixo Valor
11093,2024-03-10,Cliente_0115,Biquíni Cortininha,Moda Íntima e Praia,G,Vermelho,Sudeste,E-commerce,Boleto,1,2,139.9,62.96,0.0,89.18,279.8,3,Q1,2024,Baixo Valor
11094,2024-04-20,Cliente_0216,Mochila Urbana,Acessórios,P,Nude,Sudeste,E-commerce,Boleto,1,2,219.9,98.95,0.0,89.91,439.8,4,Q2,2024,Baixo Valor
11095,2024-07-04,Cliente_0025,Vestido Estampado Midi,Moda Feminina,G,Branco,Norte,Loja Física,Cartão de Crédito,12,2,199.9,89.95,0.0,0.0,399.8,7,Q3,2024,Baixo Valor
11096,2024-05-23,Cliente_0136,Chinelo Slim Conforto,Calçados,44,Branco,Centro-Oeste,E-commerce,Boleto,1,2,39.9,17.95,0.0,73.98,79.8,5,Q2,2024,Baixo Valor
11097,2024-04-29,Cliente_0127,Kit Cuecas Boxer 3un,Moda Íntima e Praia,G,Preto,Sul,App,Pix,1,3,79.9,35.96,0.0,91.33,239.70000000000002,4,Q2,2024,Baixo Valor
11098,2024-12-16,Cliente_0122,Saia Plissada,Moda Feminina,G,Azul,Sul,Loja Física,Cartão de Crédito,1,1,119.9,53.96,0.0,0.0,119.9,12,Q4,2024,Baixo Valor
11099,2024-08-13,Cliente_0157,Cinto de Couro,Acessórios,G,Branco,Sul,E-commerce,Cartão de Crédito,10,1,69.9,31.46,0.0,76.04,69.9,8,Q3,2024,Baixo Valor
11100,2024-06-05,Cliente_0080,Mochila Urbana,Acessórios,M,Azul,Sudeste,Loja Física,Cartão de Crédito,3,2,219.9,98.95,0.0,0.0,439.8,6,Q2,2024,Baixo Valor
11101,2024-09-11,Cliente_0216,Óculos de Sol Aviador,Acessórios,M,Nude,Nordeste,App,Cartão de Crédito,11,1,179.9,80.95,0.0,35.69,179.9,9,Q3,2024,Baixo Valor
11102,2024-03-24,Cliente_0029,Calça Alfaiataria,Moda Feminina,P,Branco,Sul,Loja Física,Boleto,1,2,159.9,71.95,0.0,0.0,319.8,3,Q1,2024,Baixo Valor
11103,2024-01-27,Cliente_0208,Cinto de Couro,Acessórios,G,Vermelho,Centro-Oeste,E-commerce,Boleto,1,1,69.9,31.46,0.0,42.46,69.9,1,Q1,2024,Baixo Valor
11104,2024-02-19,Cliente_0076,Sandália Salto Bloco,Calçados,36,Branco,Norte,E-commerce,Boleto,1,2,149.9,67.45,0.24,69.96,299.8,2,Q1,2024,Baixo Valor
11105,2024-08-11,Cliente_0201,Calça Alfaiataria,Moda Feminina,M,Vermelho,Nordeste,App,Boleto,1,1,159.9,71.95,0.14,62.13,159.9,8,Q3,2024,Baixo Valor
11106,2024-01-28,Cliente_0238,Sandália Salto Bloco,Calçados,44,Preto,Sul,App,Cartão de Crédito,6,2,149.9,67.45,0.0,80.52,299.8,1,Q1,2024,Baixo Valor
11107,2024-06-09,Cliente_0063,Calça Alfaiataria,Moda Feminina,M,Vermelho,Nordeste,E-commerce,Cartão de Crédito,9,2,159.9,71.95,0.0,92.87,319.8,6,Q2,2024,Baixo Valor
11108,2024-06-05,Cliente_0004,Conjunto Lingerie Renda,Moda Íntima e Praia,P,Preto,Norte,App,Boleto,1,2,119.9,53.96,0.0,92.1,239.8,6,Q2,2024,Baixo Valor
11109,2024-07-01,Cliente_0027,Calça Alfaiataria,Moda Feminina,M,Vermelho,Centro-Oeste,App,Boleto,1,3,159.9,71.95,0.06,71.45,479.70000000000005,7,Q3,2024,Baixo Valor
11110,2024-08-16,Cliente_0044,Calça Alfaiataria,Moda Feminina,P,Azul,Nordeste,E-commerce,Pix,1,2,159.9,71.95,0.0,61.58,319.8,8,Q3,2024,Baixo Valor
11111,2024-08-03,Cliente_0223,Blusa Crepe Feminina,Moda Feminina,M,Azul,Nordeste,App,Pix,1,3,79.9,35.96,0.0,52.74,239.70000000000002,8,Q3,2024,Baixo Valor
11112,2024-02-23,Cliente_0043,Sunga de Praia,Moda Íntima e Praia,GG,Vermelho,Centro-Oeste,E-commerce,Pix,1,1,69.9,31.46,0.0,97.88,69.9,2,Q1,2024,Baixo Valor
11113,2024-09-29,Cliente_0198,Ténis Desportivo Run,Calçados,42,Vermelho,Sudeste,Loja Física,Cartão de Crédito,6,1,349.9,157.45,0.0,0.0,349.9,9,Q3,2024,Baixo Valor
11114,2024-06-14,Cliente_0050,Chinelo Slim Conforto,Calçados,42,Preto,Sul,Loja Física,Boleto,1,3,39.9,17.95,0.0,0.0,119.69999999999999,6,Q2,2024,Baixo Valor
11115,2024-06-15,Cliente_0046,Calça Alfaiataria,Moda Feminina,G,Branco,Nordeste,App,Pix,1,2,159.9,71.95,0.0,99.24,319.8,6,Q2,2024,Baixo Valor
11117,2024-12-10,Cliente_0002,Biquíni Cortininha,Moda Íntima e Praia,P,Branco,Norte,E-commerce,Pix,1,1,139.9,62.96,0.0,40.8,139.9,12,Q4,2024,Baixo Valor
11118,2024-06-05,Cliente_0118,Camisa Polo Masculina,Moda Masculina,P,Branco,Norte,E-commerce,Pix,1,1,129.9,58.46,0.0,90.26,129.9,6,Q2,2024,Baixo Valor
11119,2024-03-16,Cliente_0154,Chinelo Slim Conforto,Calçados,40,Branco,Sudeste,App,Pix,1,1,39.9,17.95,0.0,79.08,39.9,3,Q1,2024,Baixo Valor
11120,2024-12-07,Cliente_0141,Chinelo Slim Conforto,Calçados,42,Preto,Norte,App,Boleto,1,1,39.9,17.95,0.0,79.72,39.9,12,Q4,2024,Baixo Valor
11121,2024-08-07,Cliente_0224,Saia Plissada,Moda Feminina,G,Vermelho,Norte,E-commerce,Boleto,1,2,119.9,53.96,0.26,68.78,239.8,8,Q3,2024,Baixo Valor
11122,2024-08-11,Cliente_0182,Calça Jeans Casual,Moda Masculina,G,Branco,Sul,E-commerce,Boleto,1,2,189.9,85.45,0.0,99.24,379.8,8,Q3,2024,Baixo Valor
11124,2024-03-21,Cliente_0066,Bermuda Sarja,Moda Masculina,P,Branco,Nordeste,App,Cartão de Crédito,4,3,99.9,44.96,0.0,23.56,299.70000000000005,3,Q1,2024,Baixo Valor
11125,2024-06-18,Cliente_0147,Conjunto Lingerie Renda,Moda Íntima e Praia,G,Vermelho,Sul,E-commerce,Pix,1,1,119.9,53.96,0.27,77.97,119.9,6,Q2,2024,Baixo Valor
11126,2024-10-20,Cliente_0162,Calça Alfaiataria,Moda Feminina,P,Branco,Nordeste,Loja Física,Boleto,1,1,159.9,71.95,0.18,0.0,159.9,10,Q4,2024,Baixo Valor
11127,2024-08-04,Cliente_0227,Chinelo Slim Conforto,Calçados,42,Azul,Sudeste,Loja Física,Pix,1,3,39.9,17.95,0.0,0.0,119.69999999999999,8,Q3,2024,Baixo Valor
11128,2024-07-30,Cliente_0006,Biquíni Cortininha,Moda Íntima e Praia,G,Azul,Norte,App,Cartão de Crédito,12,3,139.9,62.96,0.0,88.98,419.70000000000005,7,Q3,2024,Baixo Valor
11129,2024-08-31,Cliente_0079,Saia Plissada,Moda Feminina,GG,Branco,Norte,Loja Física,Cartão de Crédito,6,2,119.9,53.96,0.0,0.0,239.8,8,Q3,2024,Baixo Valor
11131,2024-09-02,Cliente_0183,Boné Ajustável Aba Curva,Acessórios,G,Vermelho,Sul,App,Cartão de Crédito,7,3,59.9,26.95,0.0,52.86,179.7,9,Q3,2024,Baixo Valor
11132,2024-11-08,Cliente_0102,Conjunto Lingerie Renda,Moda Íntima e Praia,G,Nude,Nordeste,E-commerce,Pix,1,3,119.9,53.96,0.0,98.07,359.70000000000005,11,Q4,2024,Baixo Valor
11133,2024-08-06,Cliente_0126,Calça Alfaiataria,Moda Feminina,GG,Azul,Sudeste,App,Boleto,1,2,159.9,71.95,0.0,32.87,319.8,8,Q3,2024,Baixo Valor
11134,2024-09-03,Cliente_0239,Bermuda Sarja,Moda Masculina,GG,Preto,Sul,Loja Física,Boleto,1,2,99.9,44.96,0.0,0.0,199.8,9,Q3,2024,Baixo Valor
11136,2024-01-14,Cliente_0026,Bermuda Sarja,Moda Masculina,P,Preto,Sudeste,E-commerce,Boleto,1,1,99.9,44.96,0.11,45.6,99.9,1,Q1,2024,Baixo Valor
11137,2024-05-13,Cliente_0052,Óculos de Sol Aviador,Acessórios,G,Branco,Norte,E-commerce,Boleto,1,2,179.9,80.95,0.0,31.71,359.8,5,Q2,2024,Baixo Valor
11139,2024-05-27,Cliente_0204,Kit Cuecas Boxer 3un,Moda Íntima e Praia,GG,Branco,Centro-Oeste,App,Pix,1,1,79.9,35.96,0.12,91.36,79.9,5,Q2,2024,Baixo Valor
11140,2024-12-10,Cliente_0160,Vestido Estampado Midi,Moda Feminina,P,Nude,Sudeste,E-commerce,Cartão de Crédito,1,3,199.9,89.95,0.0,29.59,599.7,12,Q4,2024,Médio Valor
11141,2024-01-30,Cliente_0107,Camiseta Básica Algodão,Moda Masculina,P,Preto,Nordeste,E-commerce,Boleto,1,2,49.9,22.45,0.11,38.76,99.8,1,Q1,2024,Baixo Valor
11142,2024-01-04,Cliente_0059,Conjunto Lingerie Renda,Moda Íntima e Praia,M,Preto,Centro-Oeste,E-commerce,Pix,1,2,119.9,53.96,0.0,88.04,239.8,1,Q1,2024,Baixo Valor
11144,2024-06-23,Cliente_0151,Chinelo Slim Conforto,Calçados,40,Nude,Norte,E-commerce,Pix,1,3,39.9,17.95,0.0,63.71,119.69999999999999,6,Q2,2024,Baixo Valor
11145,2024-04-12,Cliente_0158,Calça Jeans Casual,Moda Masculina,M,Azul,Norte,App,Pix,1,2,189.9,85.45,0.0,84.22,379.8,4,Q2,2024,Baixo Valor
11146,2024-09-16,Cliente_0159,Sandália Salto Bloco,Calçados,40,Branco,Norte,E-commerce,Pix,1,1,149.9,67.45,0.19,31.24,149.9,9,Q3,2024,Baixo Valor
11147,2024-06-22,Cliente_0178,Cinto de Couro,Acessórios,GG,Azul,Norte,App,Pix,1,3,69.9,31.46,0.28,20.38,209.70000000000002,6,Q2,2024,Baixo Valor
11148,2024-04-15,Cliente_0025,Conjunto Lingerie Renda,Moda Íntima e Praia,M,Vermelho,Sul,App,Boleto,1,1,119.9,53.96,0.0,64.9,119.9,4,Q2,2024,Baixo Valor
11149,2024-07-08,Cliente_0101,Camiseta Básica Algodão,Moda Masculina,M,Preto,Nordeste,E-commerce,Pix,1,1,49.9,22.45,0.0,94.48,49.9,7,Q3,2024,Baixo Valor
11150,2024-07-04,Cliente_0084,Saia Plissada,Moda Feminina,G,Azul,Nordeste,Loja Física,Pix,1,3,119.9,53.96,0.17,0.0,359.70000000000005,7,Q3,2024,Baixo Valor
11151,2024-04-11,Cliente_0004,Sandália Salto Bloco,Calçados,36,Nude,Sudeste,App,Boleto,1,3,149.9,67.45,0.0,43.26,449.70000000000005,4,Q2,2024,Baixo Valor
11152,2024-03-09,Cliente_0173,Conjunto Lingerie Renda,Moda Íntima e Praia,P,Branco,Nordeste,E-commerce,Pix,1,1,119.9,53.96,0.0,27.34,119.9,3,Q1,2024,Baixo Valor
11158,2024-10-13,Cliente_0150,Óculos de Sol Aviador,Acessórios,GG,Azul,Norte,E-commerce,Cartão de Crédito,9,2,179.9,80.95,0.0,86.11,359.8,10,Q4,2024,Baixo Valor
11159,2024-02-12,Cliente_0057,Vestido Estampado Midi,Moda Feminina,M,Azul,Norte,Loja Física,Boleto,1,1,199.9,89.95,0.0,0.0,199.9,2,Q1,2024,Baixo Valor
11160,2024-12-21,Cliente_0143,Blusa Crepe Feminina,Moda Feminina,P,Nude,Nordeste,Loja Física,Cartão de Crédito,12,2,79.9,35.96,0.0,0.0,159.8,12,Q4,2024,Baixo Valor
11161,2024-02-26,Cliente_0055,Kit Cuecas Boxer 3un,Moda Íntima e Praia,M,Branco,Sul,Loja Física,Pix,1,3,79.9,35.96,0.0,0.0,239.70000000000002,2,Q1,2024,Baixo Valor
11162,2024-05-30,Cliente_0094,Sandália Salto Bloco,Calçados,40,Azul,Centro-Oeste,App,Cartão de Crédito,12,1,149.9,67.45,0.16,55.95,149.9,5,Q2,2024,Baixo Valor
11163,2024-03-05,Cliente_0091,Óculos de Sol Aviador,Acessórios,P,Nude,Sudeste,E-commerce,Boleto,1,1,179.9,80.95,0.0,61.32,179.9,3,Q1,2024,Baixo Valor
11164,2024-12-09,Cliente_0010,Mochila Urbana,Acessórios,M,Preto,Nordeste,Loja Física,Boleto,1,3,219.9,98.95,0.0,0.0,659.7,12,Q4,2024,Médio Valor
11165,2024-07-19,Cliente_0012,Mochila Urbana,Acessórios,G,Preto,Norte,Loja Física,Cartão de Crédito,2,2,219.9,98.95,0.0,0.0,439.8,7,Q3,2024,Baixo Valor
11166,2024-10-06,Cliente_0147,Biquíni Cortininha,Moda Íntima e Praia,GG,Vermelho,Centro-Oeste,App,Boleto,1,1,139.9,62.96,0.0,83.26,139.9,10,Q4,2024,Baixo Valor
11167,2024-12-12,Cliente_0084,Óculos de Sol Aviador,Acessórios,P,Azul,Norte,Loja Física,Pix,1,3,179.9,80.95,0.0,0.0,539.7,12,Q4,2024,Médio Valor
11168,2024-02-05,Cliente_0063,Mochila Urbana,Acessórios,G,Branco,Sudeste,App,Boleto,1,1,219.9,98.95,0.07,48.09,219.9,2,Q1,2024,Baixo Valor
11169,2024-02-02,Cliente_0133,Sandália Salto Bloco,Calçados,38,Azul,Sudeste,App,Pix,1,2,149.9,67.45,0.0,65.77,299.8,2,Q1,2024,Baixo Valor
11170,2024-11-12,Cliente_0206,Kit Cuecas Boxer 3un,Moda Íntima e Praia,M,Branco,Sudeste,Loja Física,Boleto,1,1,79.9,35.96,0.0,0.0,79.9,11,Q4,2024,Baixo Valor
11171,2024-11-17,Cliente_0050,Camiseta Básica Algodão,Moda Masculina,GG,Nude,Norte,App,Cartão de Crédito,1,1,49.9,22.45,0.0,38.51,49.9,11,Q4,2024,Baixo Valor
11172,2024-11-24,Cliente_0237,Blusa Crepe Feminina,Moda Feminina,GG,Vermelho,Nordeste,E-commerce,Boleto,1,3,79.9,35.96,0.0,72.61,239.70000000000002,11,Q4,2024,Baixo Valor
11174,2024-01-06,Cliente_0027,Sapato Social Couro,Calçados,42,Nude,Norte,E-commerce,Pix,1,1,289.9,130.45,0.0,87.03,289.9,1,Q1,2024,Baixo Valor
11175,2024-07-19,Cliente_0205,Calça Alfaiataria,Moda Feminina,G,Nude,Sudeste,App,Cartão de Crédito,7,1,159.9,71.95,0.06,22.77,159.9,7,Q3,2024,Baixo Valor
11176,2024-12-04,Cliente_0140,Conjunto Lingerie Renda,Moda Íntima e Praia,P,Vermelho,Sudeste,App,Pix,1,1,119.9,53.96,0.0,59.98,119.9,12,Q4,2024,Baixo Valor
11177,2024-11-12,Cliente_0191,Bermuda Sarja,Moda Masculina,M,Nude,Sudeste,App,Pix,1,2,99.9,44.96,0.18,95.46,199.8,11,Q4,2024,Baixo Valor
11178,2024-02-24,Cliente_0199,Calça Alfaiataria,Moda Feminina,P,Vermelho,Norte,E-commerce,Cartão de Crédito,5,3,159.9,71.95,0.0,21.94,479.70000000000005,2,Q1,2024,Baixo Valor
11179,2024-09-19,Cliente_0145,Sandália Salto Bloco,Calçados,44,Azul,Centro-Oeste,App,Boleto,1,2,149.9,67.45,0.06,33.55,299.8,9,Q3,2024,Baixo Valor
11180,2024-04-30,Cliente_0130,Boné Ajustável Aba Curva,Acessórios,P,Azul,Norte,Loja Física,Cartão de Crédito,9,2,59.9,26.95,0.0,0.0,119.8,4,Q2,2024,Baixo Valor
11181,2024-05-28,Cliente_0012,Mochila Urbana,Acessórios,M,Azul,Sul,App,Cartão de Crédito,8,1,219.9,98.95,0.07,61.08,219.9,5,Q2,2024,Baixo Valor
11183,2024-10-14,Cliente_0239,Óculos de Sol Aviador,Acessórios,M,Nude,Centro-Oeste,E-commerce,Cartão de Crédito,6,2,179.9,80.95,0.0,33.6,359.8,10,Q4,2024,Baixo Valor
11184,2024-04-02,Cliente_0019,Conjunto Lingerie Renda,Moda Íntima e Praia,G,Preto,Norte,Loja Física,Pix,1,2,119.9,53.96,0.0,0.0,239.8,4,Q2,2024,Baixo Valor
11185,2024-10-20,Cliente_0092,Cinto de Couro,Acessórios,M,Nude,Sul,Loja Física,Pix,1,1,69.9,31.46,0.0,0.0,69.9,10,Q4,2024,Baixo Valor
11186,2024-08-28,Cliente_0024,Conjunto Lingerie Renda,Moda Íntima e Praia,GG,Nude,Sudeste,App,Pix,1,2,119.9,53.96,0.17,86.3,239.8,8,Q3,2024,Baixo Valor
11187,2024-05-07,Cliente_0061,Camisa Polo Masculina,Moda Masculina,P,Branco,Norte,Loja Física,Pix,1,1,129.9,58.46,0.0,0.0,129.9,5,Q2,2024,Baixo Valor
11189,2024-11-19,Cliente_0242,Sandália Salto Bloco,Calçados,36,Vermelho,Norte,Loja Física,Pix,1,3,149.9,67.45,0.0,0.0,449.70000000000005,11,Q4,2024,Baixo Valor
11191,2024-08-25,Cliente_0030,Saia Plissada,Moda Feminina,GG,Vermelho,Sudeste,App,Cartão de Crédito,8,1,119.9,53.96,0.0,84.25,119.9,8,Q3,2024,Baixo Valor
11192,2024-07-22,Cliente_0057,Saia Plissada,Moda Feminina,P,Branco,Sul,App,Boleto,1,2,119.9,53.96,0.0,83.55,239.8,7,Q3,2024,Baixo Valor
11194,2024-07-29,Cliente_0153,Conjunto Lingerie Renda,Moda Íntima e Praia,G,Nude,Nordeste,Loja Física,Cartão de Crédito,3,3,119.9,53.96,0.0,0.0,359.70000000000005,7,Q3,2024,Baixo Valor
11195,2024-03-25,Cliente_0093,Óculos de Sol Aviador,Acessórios,P,Preto,Nordeste,E-commerce,Boleto,1,1,179.9,80.95,0.0,54.03,179.9,3,Q1,2024,Baixo Valor
11196,2024-01-22,Cliente_0066,Sunga de Praia,Moda Íntima e Praia,M,Branco,Sudeste,E-commerce,Pix,1,3,69.9,31.46,0.0,21.02,209.70000000000002,1,Q1,2024,Baixo Valor
11197,2024-04-26,Cliente_0075,Vestido Estampado Midi,Moda Feminina,M,Branco,Norte,E-commerce,Cartão de Crédito,7,1,199.9,89.95,0.0,47.33,199.9,4,Q2,2024,Baixo Valor
11198,2024-07-30,Cliente_0236,Boné Ajustável Aba Curva,Acessórios,P,Azul,Nordeste,App,Cartão de Crédito,8,2,59.9,26.95,0.0,54.47,119.8,7,Q3,2024,Baixo Valor
11199,2024-03-19,Cliente_0013,Camiseta Básica Algodão,Moda Masculina,GG,Preto,Norte,Loja Física,Boleto,1,1,49.9,22.45,0.0,0.0,49.9,3,Q1,2024,Baixo Valor
11202,2024-10-24,Cliente_0003,Bermuda Sarja,Moda Masculina,P,Preto,Sul,E-commerce,Boleto,1,1,99.9,44.96,0.0,68.18,99.9,10,Q4,2024,Baixo Valor
11203,2024-09-19,Cliente_0096,Camiseta Básica Algodão,Moda Masculina,GG,Preto,Sudeste,Loja Física,Cartão de Crédito,9,3,49.9,22.45,0.0,0.0,149.7,9,Q3,2024,Baixo Valor
11204,2024-01-16,Cliente_0187,Chinelo Slim Conforto,Calçados,44,Azul,Norte,Loja Física,Pix,1,1,39.9,17.95,0.0,0.0,39.9,1,Q1,2024,Baixo Valor
11205,2024-12-14,Cliente_0114,Sunga de Praia,Moda Íntima e Praia,G,Branco,Sudeste,E-commerce,Cartão de Crédito,9,2,69.9,31.46,0.0,35.86,139.8,12,Q4,2024,Baixo Valor
11206,2024-06-12,Cliente_0181,Kit Cuecas Boxer 3un,Moda Íntima e Praia,GG,Azul,Norte,App,Boleto,1,2,79.9,35.96,0.17,33.35,159.8,6,Q2,2024,Baixo Valor
11207,2024-03-15,Cliente_0123,Boné Ajustável Aba Curva,Acessórios,GG,Preto,Sul,Loja Física,Pix,1,2,59.9,26.95,0.0,0.0,119.8,3,Q1,2024,Baixo Valor
11209,2024-01-25,Cliente_0210,Boné Ajustável Aba Curva,Acessórios,G,Branco,Sudeste,App,Boleto,1,3,59.9,26.95,0.0,71.03,179.7,1,Q1,2024,Baixo Valor
11211,2024-03-30,Cliente_0125,Conjunto Lingerie Renda,Moda Íntima e Praia,P,Azul,Sudeste,App,Pix,1,1,119.9,53.96,0.0,28.15,119.9,3,Q1,2024,Baixo Valor
11212,2024-02-12,Cliente_0244,Camiseta Básica Algodão,Moda Masculina,G,Preto,Centro-Oeste,App,Pix,1,3,49.9,22.45,0.0,33.67,149.7,2,Q1,2024,Baixo Valor
11213,2024-05-23,Cliente_0075,Biquíni Cortininha,Moda Íntima e Praia,M,Branco,Sul,E-commerce,Boleto,1,2,139.9,62.96,0.0,90.59,279.8,5,Q2,2024,Baixo Valor
11214,2024-11-05,Cliente_0225,Calça Jeans Casual,Moda Masculina,P,Preto,Sul,E-commerce,Pix,1,2,189.9,85.45,0.0,66.32,379.8,11,Q4,2024,Baixo Valor
11215,2024-12-09,Cliente_0045,Bermuda Sarja,Moda Masculina,G,Branco,Norte,Loja Física,Pix,1,2,99.9,44.96,0.0,0.0,199.8,12,Q4,2024,Baixo Valor
11216,2024-01-19,Cliente_0230,Cinto de Couro,Acessórios,P,Azul,Sul,App,Cartão de Crédito,3,2,69.9,31.46,0.0,75.24,139.8,1,Q1,2024,Baixo Valor
11219,2024-06-25,Cliente_0047,Boné Ajustável Aba Curva,Acessórios,P,Preto,Centro-Oeste,E-commerce,Pix,1,1,59.9,26.95,0.0,49.6,59.9,6,Q2,2024,Baixo Valor
11220,2024-03-21,Cliente_0238,Saia Plissada,Moda Feminina,M,Nude,Sudeste,E-commerce,Boleto,1,1,119.9,53.96,0.0,25.82,119.9,3,Q1,2024,Baixo Valor
11221,2024-09-19,Cliente_0065,Chinelo Slim Conforto,Calçados,40,Preto,Centro-Oeste,E-commerce,Boleto,1,3,39.9,17.95,0.0,47.65,119.69999999999999,9,Q3,2024,Baixo Valor
11222,2024-03-24,Cliente_0121,Camiseta Básica Algodão,Moda Masculina,G,Azul,Nordeste,Loja Física,Cartão de Crédito,9,3,49.9,22.45,0.0,0.0,149.7,3,Q1,2024,Baixo Valor
11224,2024-09-28,Cliente_0200,Sapato Social Couro,Calçados,36,Vermelho,Centro-Oeste,App,Pix,1,2,289.9,130.45,0.0,44.32,579.8,9,Q3,2024,Médio Valor
11225,2024-06-04,Cliente_0130,Mochila Urbana,Acessórios,M,Branco,Sudeste,E-commerce,Boleto,1,2,219.9,98.95,0.0,39.64,439.8,6,Q2,2024,Baixo Valor
11226,2024-03-05,Cliente_0088,Camiseta Básica Algodão,Moda Masculina,GG,Azul,Sudeste,Loja Física,Boleto,1,2,49.9,22.45,0.0,0.0,99.8,3,Q1,2024,Baixo Valor
11227,2024-02-21,Cliente_0141,Saia Plissada,Moda Feminina,G,Nude,Norte,E-commerce,Pix,1,1,119.9,53.96,0.0,33.09,119.9,2,Q1,2024,Baixo Valor
11228,2024-08-17,Cliente_0005,Chinelo Slim Conforto,Calçados,38,Nude,Sudeste,E-commerce,Pix,1,1,39.9,17.95,0.0,44.45,39.9,8,Q3,2024,Baixo Valor
11230,2024-06-13,Cliente_0209,Blusa Crepe Feminina,Moda Feminina,GG,Preto,Centro-Oeste,E-commerce,Pix,1,1,79.9,35.96,0.0,20.33,79.9,6,Q2,2024,Baixo Valor
11231,2024-08-09,Cliente_0148,Camisa Polo Masculina,Moda Masculina,M,Branco,Nordeste,Loja Física,Pix,1,2,129.9,58.46,0.0,0.0,259.8,8,Q3,2024,Baixo Valor
11232,2024-02-24,Cliente_0176,Óculos de Sol Aviador,Acessórios,G,Vermelho,Sudeste,Loja Física,Cartão de Crédito,9,1,179.9,80.95,0.0,0.0,179.9,2,Q1,2024,Baixo Valor
11233,2024-02-03,Cliente_0203,Camiseta Básica Algodão,Moda Masculina,P,Vermelho,Nordeste,Loja Física,Cartão de Crédito,2,2,49.9,22.45,0.0,0.0,99.8,2,Q1,2024,Baixo Valor
11234,2024-03-26,Cliente_0077,Camiseta Básica Algodão,Moda Masculina,M,Nude,Norte,E-commerce,Pix,1,3,49.9,22.45,0.0,21.31,149.7,3,Q1,2024,Baixo Valor
11236,2024-10-01,Cliente_0147,Sapato Social Couro,Calçados,36,Vermelho,Sul,App,Pix,1,2,289.9,130.45,0.0,68.74,579.8,10,Q4,2024,Médio Valor
11237,2024-03-02,Cliente_0237,Vestido Estampado Midi,Moda Feminina,P,Branco,Nordeste,App,Boleto,1,2,199.9,89.95,0.25,96.48,399.8,3,Q1,2024,Baixo Valor
11238,2024-01-29,Cliente_0225,Camisa Polo Masculina,Moda Masculina,GG,Branco,Sul,App,Boleto,1,3,129.9,58.46,0.0,22.56,389.70000000000005,1,Q1,2024,Baixo Valor
11239,2024-07-06,Cliente_0087,Boné Ajustável Aba Curva,Acessórios,GG,Azul,Norte,E-commerce,Boleto,1,1,59.9,26.95,0.0,47.6,59.9,7,Q3,2024,Baixo Valor
11240,2024-08-08,Cliente_0011,Calça Jeans Casual,Moda Masculina,M,Preto,Centro-Oeste,Loja Física,Cartão de Crédito,10,1,189.9,85.45,0.22,0.0,189.9,8,Q3,2024,Baixo Valor
